def(CURLRES_SYNCH),
!def(_LDAP_PVT_H),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SETMODE),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(LIB1502),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB1503),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TFTP),
def(DEBUGBUILD),
def(USE_LIBRTMP),
def(CURL_DO_LINEEND_CONV),
def(HAVE_GSSAPI),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_ENVIRONMENT),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TELNET),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(UNITTESTS),
!def(HAVE_BASENAME),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__EMX__),
def(USE_NGHTTP2),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_RTSP),
def(USE_NSS),
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
!def(HAVE_GSSAPI),
def(USE_GNUTLS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(DEBUGBUILD),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GETPASS_R),
def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_FSETXATTR_6),
!def(HAVE_STRTOK_R),
def(USE_POLARSSL),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_GOPHER),
def(UNITTESTS),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR),
def(__riscos__),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DOES_CONVERSIONS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGPIPE),
!def(CURL_DISABLE_HTTP),
def(SIGALRM),
def(USE_CYASSL),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(SIGHUP),
