!def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TFTP),
def(USE_NSS),
def(SIGALRM),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_PIPE),
def(MEMDEBUG_LOG_SYNC),
def(CURLRES_SYNCH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
def(USE_NTLM),
!def(CURL_DISABLE_DICT),
True,
def(USE_CHUNKED),
def(DEBUGBUILD),
def(LIB1503),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGPIPE),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
!def(__EMX__),
!def(HAVE_STRTOK_R),
def(LIB1502),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(__VMS),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SOCKETPAIR),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_PROXY),
def(USE_POLARSSL),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_SETMODE),
def(SIGHUP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LDAP),
def(USE_LIBRTMP),
def(DISABLE_EXPECT),
def(LIB585),
!def(DEBUGBUILD),
def(CURLDEBUG),
def(HAVE_FDOPEN),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
def(USE_WINDOWS_SSPI),
