!def(HAVE_FSETXATTR),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB1502),
(def(USE_NSS)&def(USE_NTLM)),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_RTSP),
def(CURLRES_SYNCH),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__riscos__),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NSS),
def(USE_WINDOWS_SSPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_SOCKETPAIR),
def(USE_POLARSSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
def(USE_NTLM),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TFTP),
!def(DEBUGBUILD),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_STRTOK_R),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_PROXY),
def(SIGPIPE),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(UNITTESTS),
!def(CURL_DISABLE_HTTP),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
True,
!def(CURL_DISABLE_GOPHER),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_ENVIRONMENT),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_NTOP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLDEBUG),
!def(HAVE_GSSAPI),
def(DISABLE_EXPECT),
def(USE_NGHTTP2),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
!def(HAVE_MEMRCHR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_PTON),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DOES_CONVERSIONS),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
