def(DISABLE_EXPECT),
def(HAVE_FSETXATTR),
def(__EMX__),
def(UNITTESTS),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_MEMRCHR),
def(__VMS),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TELNET),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_LIBRTMP),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_PIPE),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
def(HAVE_SOCKETPAIR),
def(LIB1503),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GETPASS_R),
def(SIGPIPE),
def(LIB585),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_NTOP),
def(__riscos__),
True,
!def(CURL_DISABLE_PROXY),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGHUP),
!def(HAVE_INET_PTON),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TFTP),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_WINDOWS_SSPI),
def(USE_CYASSL),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(SIGALRM),
!def(_LDAP_PVT_H),
def(HAVE_FDOPEN),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
def(CURLDEBUG),
def(WIN32),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
def(USE_NSS),
