!def(__EMX__),
def(USE_ENVIRONMENT),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
def(USE_CYASSL),
def(SIGHUP),
!def(DEBUGBUILD),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NSS),
def(HAVE_SOCKETPAIR),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
def(HAVE_PIPE),
def(__VMS),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
True,
def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB585),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FSETXATTR),
def(LIB1503),
!def(HAVE_INET_NTOP),
def(SIGPIPE),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DO_LINEEND_CONV),
(def(WIN32)&!def(__AMIGA__)),
def(ENABLE_IPV6),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_GSSAPI),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
def(LIB1502),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_INET_PTON),
def(CURLRES_SYNCH),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURL_DISABLE_HTTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLDEBUG),
def(SIGALRM),
!def(HAVE_GSSAPI),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
