!def(CURL_DISABLE_LDAP),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_POLARSSL),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
def(CURLDEBUG),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
def(__riscos__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(__EMX__),
!def(HAVE_INET_PTON),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(WIN32)&!def(_WIN32_WCE)),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
def(USE_LIBRTMP),
def(HAVE_PIPE),
def(UNITTESTS),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_FSETXATTR),
def(__EMX__),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DOES_CONVERSIONS),
True,
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
!def(USE_WINDOWS_SSPI),
def(HAVE_SETMODE),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_HTTP),
def(__VMS),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
def(USE_NTLM),
def(HAVE_GETHOSTNAME),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(LIB585),
!def(CURL_DISABLE_FTP),
def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(__AMIGA__)),
def(__AMIGA__),
!def(HAVE_INET_NTOP),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TELNET),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_WRITABLE_ARGV),
def(ENABLE_IPV6),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__AMIGA__)&!def(__libnix__)),
