def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_PROXY),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_TFTP),
def(USE_CYASSL),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_DICT),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(__riscos__),
def(LIB1502),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(DEBUGBUILD),
def(USE_CHUNKED),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_BASENAME),
!def(HAVE_MEMRCHR),
def(USE_WINDOWS_SSPI),
def(CURLDEBUG),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_FSETXATTR),
def(SIGHUP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(MEMDEBUG_LOG_SYNC),
def(UNITTESTS),
!def(CURL_DISABLE_LDAP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_POLARSSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(ENABLE_IPV6),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(_LDAP_PVT_H),
def(TIME_WITH_SYS_TIME),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_GOPHER),
def(__EMX__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GETPASS_R),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_ENVIRONMENT),
!def(__EMX__),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
def(SIGPIPE),
def(HAVE_SETMODE),
def(HAVE_PIPE),
def(LIB1503),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
def(USE_NTLM),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_TELNET),
!def(DEBUGBUILD),
def(USE_LIBRTMP),
def(SIGALRM),
(!def(_WIN32_WCE)&!def(WIN32)),
