!def(UNITTESTS),
(!def(_WIN32_WCE)&!def(WIN32)),
def(MEMDEBUG_LOG_SYNC),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(__EMX__),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(SIGPIPE),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_WINDOWS_SSPI),
def(LIB585),
(def(WIN32)&!def(__AMIGA__)),
def(SIGALRM),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FSETXATTR_6),
def(DISABLE_EXPECT),
True,
!def(HAVE_FSETXATTR),
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DISABLE_HTTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_ENVIRONMENT),
!def(HAVE_MEMRCHR),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
!def(HAVE_STRTOK_R),
def(SIGHUP),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_GETPASS_R),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NTLM),
def(CURLDEBUG),
!def(CURL_DISABLE_TELNET),
def(UNITTESTS),
!def(HAVE_BASENAME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(TIME_WITH_SYS_TIME),
def(HAVE_WRITABLE_ARGV),
def(__VMS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_LIBRTMP),
def(LIB1503),
def(USE_NGHTTP2),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_RTSP),
def(USE_CYASSL),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_POLARSSL),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__riscos__),
def(ENABLE_IPV6),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
def(USE_CHUNKED),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GSSAPI),
!def(__EMX__),
def(HAVE_FDOPEN),
def(LIB1502),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_GSSAPI),
def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(DEBUGBUILD),
