def(HAVE_FDOPEN),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1502),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
def(TIME_WITH_SYS_TIME),
def(DISABLE_EXPECT),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_MEMRCHR),
def(SIGPIPE),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
!def(UNITTESTS),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(_WIN32_WCE)&!def(WIN32)),
True,
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
def(USE_GNUTLS),
def(USE_ENVIRONMENT),
def(MEMDEBUG_LOG_SYNC),
def(USE_NGHTTP2),
!def(__EMX__),
def(__VMS),
!def(USE_WIN32_IDN),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(ENABLE_IPV6),
def(USE_LIBRTMP),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
def(CURLRES_SYNCH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_GETPASS_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_GSSAPI),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(__riscos__),
def(USE_CYASSL),
def(SIGALRM),
def(HAVE_FSETXATTR),
def(__EMX__),
def(HAVE_FSETXATTR_6),
def(CURL_DO_LINEEND_CONV),
!def(CURL_DISABLE_RTSP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(UNITTESTS),
def(SIGHUP),
