(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURLDEBUG),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NTLM),
(def(WIN32)&!def(__AMIGA__)),
def(__VMS),
!def(CURL_DISABLE_LDAP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURLRES_SYNCH),
def(SIGHUP),
def(LIB1503),
def(ENABLE_IPV6),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(__EMX__),
!def(HAVE_BASENAME),
def(USE_CYASSL),
def(HAVE_FDOPEN),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
def(SIGALRM),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
def(SIGPIPE),
!def(CURL_DISABLE_DICT),
def(CURL_DISABLE_HTTP),
def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_INET_NTOP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__riscos__),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NSS),
(def(WIN32)&!def(_WIN32_WCE)),
def(UNITTESTS),
!def(DEBUGBUILD),
def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(LIB1502),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TFTP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_FSETXATTR),
def(HAVE_PIPE),
!def(CURL_DISABLE_TELNET),
