def(HAVE_PIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_ENVIRONMENT),
!def(HAVE_GSSAPI),
def(USE_NGHTTP2),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_CYASSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LDAP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_FSETXATTR_6),
def(MEMDEBUG_LOG_SYNC),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_HTTP),
def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_BASENAME),
def(HAVE_FDOPEN),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(USE_NTLM),
True,
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(__AMIGA__)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_LIBRTMP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB1503),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
def(CURLDEBUG),
def(SIGHUP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_PROXY),
def(USE_WINDOWS_SSPI),
!def(HAVE_INET_NTOP),
def(USE_NSS),
!def(CURL_DISABLE_TELNET),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
def(SIGPIPE),
def(__VMS),
def(SIGALRM),
(def(USE_NSS)&def(USE_NTLM)),
def(LIB585),
def(ENABLE_IPV6),
!def(HAVE_INET_PTON),
!def(DEBUGBUILD),
!def(__EMX__),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
def(LIB1502),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_GNUTLS),
def(__EMX__),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
