def(HAVE_FSETXATTR_6),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NGHTTP2),
def(USE_POLARSSL),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1503),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_SOCKETPAIR),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TELNET),
!def(DEBUGBUILD),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
def(CURL_DISABLE_HTTP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(DISABLE_EXPECT),
def(ENABLE_IPV6),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
def(USE_NSS),
!def(USE_WIN32_IDN),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_NTOP),
def(CURL_DOES_CONVERSIONS),
def(__EMX__),
def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_GETPASS_R),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(__EMX__),
def(LIB1502),
def(SIGALRM),
def(HAVE_WRITABLE_ARGV),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_ENVIRONMENT),
def(HAVE_GSSAPI),
!def(UNITTESTS),
def(TIME_WITH_SYS_TIME),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_PTON),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_FSETXATTR),
True,
def(CURLRES_SYNCH),
!def(HAVE_BASENAME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_GNUTLS),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_FDOPEN),
!def(HAVE_STRTOK_R),
def(CURL_DO_LINEEND_CONV),
def(LIB585),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(__AMIGA__)),
!def(HAVE_GSSAPI),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
