!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(ENABLE_IPV6),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_BASENAME),
!def(__EMX__),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
def(LIB1503),
def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_PIPE),
def(USE_NSS),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
def(SIGALRM),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_HTTP),
def(CURLDEBUG),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
!def(HAVE_INET_PTON),
def(__VMS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_CHUNKED),
def(LIB1502),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
def(HAVE_WRITABLE_ARGV),
True,
!def(HAVE_INET_NTOP),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_LIBRTMP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
def(CURLRES_SYNCH),
def(SIGHUP),
!def(CURL_DISABLE_RTSP),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
def(USE_CYASSL),
def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
(def(WIN32)&!def(_WIN32_WCE)),
