def(UNITTESTS),
def(WIN32),
!def(DEBUGBUILD),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__EMX__),
!def(HAVE_GETPASS_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(SIGHUP),
!def(CURL_DISABLE_TFTP),
!def(__EMX__),
def(USE_CYASSL),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_HTTP),
def(LIB1503),
def(USE_NSS),
def(USE_NTLM),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__VMS),
def(HAVE_SETMODE),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(SIGPIPE),
def(HAVE_SOCKETPAIR),
def(HAVE_PIPE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DOES_CONVERSIONS),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_RTSP),
!def(_LDAP_PVT_H),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FDOPEN),
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_TELNET),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
def(USE_LIBRTMP),
def(__riscos__),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
def(USE_WINDOWS_SSPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
True,
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
def(DEBUGBUILD),
def(USE_CHUNKED),
!def(HAVE_BASENAME),
def(LIB1502),
def(ENABLE_IPV6),
def(USE_GNUTLS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLDEBUG),
def(LIB585),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(TIME_WITH_SYS_TIME),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
def(HAVE_WRITABLE_ARGV),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
