def(USE_NGHTTP2),
!def(UNITTESTS),
def(HAVE_FDOPEN),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
def(USE_LIBRTMP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
True,
def(LIB585),
!def(HAVE_INET_PTON),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__VMS),
def(SIGPIPE),
def(__EMX__),
!def(HAVE_BASENAME),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NSS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_RTSP),
def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
def(USE_WINDOWS_SSPI),
def(CURLRES_SYNCH),
def(USE_NTLM),
def(USE_GNUTLS),
def(DEBUGBUILD),
def(HAVE_GSSAPI),
def(USE_CYASSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
def(HAVE_SOCKETPAIR),
!def(_LDAP_PVT_H),
!def(HAVE_MEMRCHR),
!def(DEBUGBUILD),
def(ENABLE_IPV6),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_WRITABLE_ARGV),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_INET_NTOP),
def(TIME_WITH_SYS_TIME),
def(HAVE_FSETXATTR_6),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(USE_NSS)&def(USE_NTLM)),
def(LIB1502),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GSSAPI),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB1503),
!def(HAVE_GETPASS_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGHUP),
def(__riscos__),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
