def(HAVE_WRITABLE_ARGV),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
(def(WIN32)&!def(_WIN32_WCE)),
def(SIGHUP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
True,
def(LIB1502),
def(ENABLE_IPV6),
def(USE_CYASSL),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_STRTOK_R),
def(HAVE_GSSAPI),
def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_NSS),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(TIME_WITH_SYS_TIME),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_GOPHER),
def(MEMDEBUG_LOG_SYNC),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
!def(DEBUGBUILD),
def(USE_CHUNKED),
def(DISABLE_EXPECT),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_RTSP),
def(SIGPIPE),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_TFTP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(__EMX__),
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
def(UNITTESTS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(__AMIGA__)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGALRM),
!def(CURL_DISABLE_LDAP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1503),
def(__VMS),
!def(CURL_DISABLE_TELNET),
!def(UNITTESTS),
!def(_LDAP_PVT_H),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
!def(CURL_DISABLE_PROXY),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_DICT),
!def(HAVE_MEMRCHR),
!def(HAVE_GETPASS_R),
def(USE_NGHTTP2),
def(LIB585),
def(__EMX__),
!def(HAVE_GSSAPI),
def(USE_LIBRTMP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(HAVE_INET_NTOP),
