!def(CURL_DISABLE_LDAP),
def(USE_CYASSL),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DOES_CONVERSIONS),
True,
def(HAVE_FSETXATTR),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
def(__VMS),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_FSETXATTR),
def(HAVE_GSSAPI),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__EMX__),
def(UNITTESTS),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_SETMODE),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_MEMRCHR),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(HAVE_WRITABLE_ARGV),
def(CURLRES_SYNCH),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_WINDOWS_SSPI),
!def(_LDAP_PVT_H),
def(LIB585),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_POLARSSL),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TELNET),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_NTOP),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR_6),
!def(HAVE_BASENAME),
def(SIGALRM),
!def(HAVE_GSSAPI),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_CHUNKED),
!def(HAVE_STRTOK_R),
def(USE_LIBRTMP),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GETPASS_R),
def(LIB1503),
!def(__EMX__),
def(SIGHUP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGPIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DISABLE_EXPECT),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
!def(CURL_DISABLE_DICT),
