(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(WIN32)&!def(_WIN32_WCE)),
def(__AMIGA__),
def(USE_POLARSSL),
!def(USE_WINDOWS_SSPI),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_GOPHER),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(LIB585),
def(__riscos__),
def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
!def(__EMX__),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
!def(HAVE_STRTOK_R),
def(UNITTESTS),
!def(_LDAP_PVT_H),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_FSETXATTR),
(def(__AMIGA__)&!def(__libnix__)),
True,
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(HAVE_INET_PTON),
def(USE_NSS),
def(HAVE_GETHOSTNAME),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_PROXY),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_FTP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
def(HAVE_SETMODE),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
