(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_DICT),
def(SIGPIPE),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
def(SIGALRM),
def(CURL_DISABLE_HTTP),
def(LIB1502),
def(USE_ENVIRONMENT),
!def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(UNITTESTS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_LDAP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(__EMX__),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_PTON),
!def(HAVE_GETPASS_R),
!def(HAVE_STRTOK_R),
def(SIGHUP),
!def(CURL_DISABLE_PROXY),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
def(USE_POLARSSL),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
def(HAVE_GSSAPI),
def(USE_NSS),
def(__VMS),
!def(HAVE_FSETXATTR),
True,
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(TIME_WITH_SYS_TIME),
def(USE_NGHTTP2),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_LIBRTMP),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
!def(USE_WIN32_IDN),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DOES_CONVERSIONS),
def(CURLRES_SYNCH),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(HAVE_INET_NTOP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CHUNKED),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_GOPHER),
def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FDOPEN),
def(HAVE_WRITABLE_ARGV),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_GNUTLS),
def(__riscos__),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB585),
def(HAVE_FSETXATTR_6),
