def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGALRM),
def(USE_NGHTTP2),
!def(HAVE_FSETXATTR),
def(ENABLE_IPV6),
!def(UNITTESTS),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_GSSAPI),
def(LIB1502),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_GETPASS_R),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SETMODE),
!def(CURL_DISABLE_PROXY),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
!def(HAVE_STRTOK_R),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
True,
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_ENVIRONMENT),
def(USE_NSS),
!def(_LDAP_PVT_H),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_NTOP),
def(__EMX__),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_LIBRTMP),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LDAP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(UNITTESTS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_GSSAPI),
def(HAVE_FSETXATTR_6),
def(USE_POLARSSL),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CYASSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURL_DO_LINEEND_CONV),
def(DEBUGBUILD),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(__EMX__),
def(TIME_WITH_SYS_TIME),
def(__riscos__),
def(USE_GNUTLS),
