(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
def(TIME_WITH_SYS_TIME),
def(CURLRES_SYNCH),
def(USE_CYASSL),
!def(HAVE_BASENAME),
def(HAVE_GSSAPI),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(SIGPIPE),
!def(CURL_DISABLE_LDAP),
def(HAVE_FDOPEN),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(LIB1503),
def(USE_NSS),
def(__EMX__),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
!def(CURL_DISABLE_PROXY),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(__EMX__),
!def(HAVE_GSSAPI),
def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR_6),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(UNITTESTS),
!def(HAVE_GETPASS_R),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NGHTTP2),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_DICT),
def(CURL_DO_LINEEND_CONV),
def(SIGHUP),
True,
def(SIGALRM),
def(DEBUGBUILD),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_SOCKETPAIR),
!def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
!def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_GOPHER),
def(ENABLE_IPV6),
def(__VMS),
!def(CURL_DISABLE_TELNET),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_GNUTLS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(LIB1502),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
