def(SIGPIPE),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(__AMIGA__)),
def(SIGHUP),
def(HAVE_SOCKETPAIR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(DEBUGBUILD),
def(USE_CYASSL),
def(SIGINT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
def(UNITTESTS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_WRITABLE_ARGV),
def(USE_NGHTTP2),
def(SIGALRM),
def(SIGTERM),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_PROXY),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GSSAPI),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_PTON),
def(MEMDEBUG_LOG_SYNC),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(DISABLE_EXPECT),
!def(HAVE_INET_NTOP),
def(CURL_DISABLE_HTTP),
def(__riscos__),
def(HAVE_GSSAPI),
def(LIB585),
def(LIB1503),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
def(HAVE_FDOPEN),
!def(UNITTESTS),
def(USE_NSS),
def(CURL_DOES_CONVERSIONS),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TELNET),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__VMS),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_HTTP),
def(HAVE_FSETXATTR_6),
True,
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURL_DO_LINEEND_CONV),
def(USE_GNUTLS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
def(DEBUGBUILD),
!def(HAVE_STRTOK_R),
def(__EMX__),
def(ENABLE_IPV6),
def(USE_CHUNKED),
!def(CURL_DISABLE_RTSP),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
!def(USE_WIN32_IDN),
