!def(HAVE_INET_PTON),
def(USE_NSS),
def(LIB585),
!def(DEBUGBUILD),
def(CURLDEBUG),
def(__VMS),
def(HAVE_GETHOSTNAME),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(_LDAP_PVT_H),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(USE_CHUNKED),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_RTSP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_DICT),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(ENABLE_IPV6),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__AMIGA__)&!def(__libnix__)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(CURL_DOES_CONVERSIONS),
!def(USE_WINDOWS_SSPI),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LDAP),
def(HAVE_WRITABLE_ARGV),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_TFTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(UNITTESTS),
def(USE_POLARSSL),
!def(HAVE_STRTOK_R),
def(USE_CYASSL),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NTLM),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(DEBUGBUILD),
def(HAVE_PIPE),
def(TIME_WITH_SYS_TIME),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(USE_LIBRTMP),
def(__AMIGA__),
def(__EMX__),
def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
True,
(!def(_WIN32_WCE)&!def(WIN32)),
