!def(HAVE_INET_PTON),
!def(DEBUGBUILD),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DEBUGBUILD),
def(__riscos__),
!def(__EMX__),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_LDAP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_PROXY),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGALRM),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(USE_GNUTLS),
True,
def(HAVE_GSSAPI),
def(CURL_DISABLE_HTTP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
!def(UNITTESTS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_STRTOK_R),
def(ENABLE_IPV6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_NSS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_GETPASS_R),
def(USE_POLARSSL),
def(HAVE_FDOPEN),
!def(_LDAP_PVT_H),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(TIME_WITH_SYS_TIME),
def(__VMS),
!def(HAVE_FSETXATTR),
def(LIB1502),
!def(HAVE_INET_NTOP),
def(LIB1503),
!def(HAVE_BASENAME),
def(CURL_DOES_CONVERSIONS),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SOCKETPAIR),
!def(HAVE_MEMRCHR),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR_6),
def(USE_CHUNKED),
!def(CURL_DISABLE_HTTP),
def(UNITTESTS),
def(CURLRES_SYNCH),
def(__EMX__),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
def(SIGPIPE),
def(USE_NGHTTP2),
def(SIGHUP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_ENVIRONMENT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TELNET),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_LIBRTMP),
(def(WIN32)&!def(__AMIGA__)),
def(LIB585),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
