def(__riscos__),
def(LIB585),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
!def(HAVE_INET_NTOP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB1502),
def(SIGHUP),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_GOPHER),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
def(HAVE_SETMODE),
def(__VMS),
def(USE_NSS),
def(USE_NTLM),
!def(CURL_DISABLE_TELNET),
def(CURLDEBUG),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_GNUTLS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_BASENAME),
True,
!def(HAVE_INET_PTON),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURLRES_SYNCH),
def(USE_LIBRTMP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_PIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGPIPE),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(WIN32)&!def(__AMIGA__)),
!def(_LDAP_PVT_H),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_RTSP),
def(__EMX__),
!def(__EMX__),
def(HAVE_FSETXATTR),
!def(HAVE_MEMRCHR),
def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(USE_POLARSSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(MEMDEBUG_LOG_SYNC),
def(SIGALRM),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_LDAP),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
def(USE_ENVIRONMENT),
