def(HAVE_SETMODE),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR_6),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_NGHTTP2),
def(HAVE_GSSAPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB1503),
def(TIME_WITH_SYS_TIME),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_RTSP),
True,
!def(HAVE_INET_PTON),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
def(SIGALRM),
def(__VMS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
!def(__EMX__),
!def(CURL_DISABLE_TELNET),
def(CURL_DISABLE_HTTP),
def(LIB1502),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(UNITTESTS),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_WINDOWS_SSPI),
def(MEMDEBUG_LOG_SYNC),
def(LIB585),
def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
def(HAVE_FDOPEN),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_PROXY),
def(USE_LIBRTMP),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_CYASSL),
def(SIGHUP),
def(__riscos__),
!def(CURL_DISABLE_HTTP),
def(__EMX__),
!def(HAVE_FSETXATTR),
def(HAVE_FSETXATTR),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
def(ENABLE_IPV6),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
!def(HAVE_GETPASS_R),
