(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_FSETXATTR),
def(LIB585),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_MEMRCHR),
def(HAVE_FDOPEN),
!def(CURL_DISABLE_HTTP),
def(CURL_DISABLE_HTTP),
def(USE_NTLM),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_PIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGHUP),
!def(HAVE_INET_PTON),
def(SIGALRM),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
def(HAVE_SETMODE),
def(ENABLE_IPV6),
def(USE_GNUTLS),
!def(__EMX__),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_RTSP),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_CHUNKED),
def(MEMDEBUG_LOG_SYNC),
def(USE_CYASSL),
def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
def(UNITTESTS),
def(__VMS),
def(CURLRES_SYNCH),
!def(DEBUGBUILD),
def(LIB1502),
!def(CURL_DISABLE_DICT),
def(TIME_WITH_SYS_TIME),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LDAP),
def(USE_ENVIRONMENT),
def(USE_LIBRTMP),
True,
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DEBUGBUILD),
!def(HAVE_INET_NTOP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_WINDOWS_SSPI),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(DISABLE_EXPECT),
def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLDEBUG),
!def(CURL_DISABLE_GOPHER),
def(USE_POLARSSL),
def(LIB1503),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NSS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
