def(__EMX__),
def(CURL_DISABLE_HTTP),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
True,
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_GETHOSTNAME),
def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__AMIGA__)&!def(__libnix__)),
def(USE_NSS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DEBUGBUILD),
def(USE_CHUNKED),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(LIB585),
def(USE_LIBRTMP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(UNITTESTS),
!def(DEBUGBUILD),
def(USE_NTLM),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_INET_PTON),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_NTOP),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_TELNET),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_RTSP),
!def(USE_WINDOWS_SSPI),
!def(HAVE_STRTOK_R),
def(USE_CYASSL),
!def(__EMX__),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_DICT),
def(__AMIGA__),
def(__riscos__),
!def(CURL_DISABLE_TFTP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_FTP),
!def(HAVE_MEMRCHR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
def(USE_POLARSSL),
