!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GSSAPI),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
!def(HAVE_INET_NTOP),
!def(HAVE_MEMRCHR),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(SIGPIPE),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURLRES_SYNCH),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
!def(_LDAP_PVT_H),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURL_DO_LINEEND_CONV),
def(USE_GNUTLS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_PTON),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_ENVIRONMENT),
def(__EMX__),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(DISABLE_EXPECT),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(LIB585),
!def(CURL_DISABLE_TFTP),
!def(CURL_DISABLE_HTTP),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CYASSL),
def(USE_NGHTTP2),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
!def(USE_WIN32_IDN),
!def(HAVE_GETPASS_R),
def(SIGALRM),
def(LIB1503),
True,
def(USE_CHUNKED),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1502),
!def(CURL_DISABLE_PROXY),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
!def(__EMX__),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(UNITTESTS),
!def(HAVE_FSETXATTR),
def(HAVE_GSSAPI),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
def(USE_POLARSSL),
def(SIGHUP),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
