!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_CRYPTO_AUTH),
True,
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_STRTOK_R),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_INET_NTOP),
def(__VMS),
!def(HAVE_GETPASS_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
def(USE_ENVIRONMENT),
!def(HAVE_BASENAME),
def(SIGHUP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_SOCKETPAIR),
def(HAVE_FSETXATTR_6),
def(USE_NGHTTP2),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(MEMDEBUG_LOG_SYNC),
def(DISABLE_EXPECT),
def(USE_POLARSSL),
def(UNITTESTS),
!def(DEBUGBUILD),
def(LIB585),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(__riscos__),
!def(UNITTESTS),
def(USE_NSS),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_WINDOWS_SSPI),
def(USE_CHUNKED),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_RTSP),
!def(HAVE_INET_PTON),
def(USE_NTLM),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_TFTP),
def(SIGPIPE),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TELNET),
def(HAVE_SETMODE),
(def(USE_NSS)&def(USE_NTLM)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(SIGALRM),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
def(CURL_DISABLE_HTTP),
def(__EMX__),
def(LIB1503),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_PROXY),
def(USE_CYASSL),
def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1502),
def(USE_LIBRTMP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(CURLRES_SYNCH),
def(TIME_WITH_SYS_TIME),
def(USE_GNUTLS),
def(HAVE_FDOPEN),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DOES_CONVERSIONS),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
