!def(DEBUGBUILD),
def(USE_NTLM),
!def(HAVE_BASENAME),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
def(HAVE_SOCKETPAIR),
!def(HAVE_GETPASS_R),
def(USE_ENVIRONMENT),
def(HAVE_PIPE),
def(CURLRES_SYNCH),
def(HAVE_WRITABLE_ARGV),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
def(UNITTESTS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_DICT),
def(CURL_DOES_CONVERSIONS),
def(CURLDEBUG),
!def(HAVE_MEMRCHR),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_GOPHER),
def(LIB585),
def(HAVE_SETMODE),
def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(__riscos__),
def(LIB1502),
def(USE_CYASSL),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(TIME_WITH_SYS_TIME),
!def(__EMX__),
def(USE_GNUTLS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__VMS),
def(MEMDEBUG_LOG_SYNC),
def(DEBUGBUILD),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_LDAP),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
True,
def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_RTSP),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_POLARSSL),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGPIPE),
!def(CURL_DISABLE_PROXY),
def(SIGHUP),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB1503),
