def(USE_NTLM),
def(CURL_DISABLE_HTTP),
def(LIB1503),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_HTTP),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_RTSP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
def(ENABLE_IPV6),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
(def(USE_NSS)&def(USE_NTLM)),
def(CURL_DOES_CONVERSIONS),
def(LIB1502),
def(CURLRES_SYNCH),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB585),
def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_STRTOK_R),
def(HAVE_WRITABLE_ARGV),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_GNUTLS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(DEBUGBUILD),
def(__VMS),
def(HAVE_SETMODE),
def(USE_POLARSSL),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
def(SIGPIPE),
def(DEBUGBUILD),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_DICT),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_CYASSL),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__EMX__),
def(HAVE_PIPE),
def(__riscos__),
def(USE_LIBRTMP),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
True,
def(USE_NGHTTP2),
def(CURLDEBUG),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_FSETXATTR_6),
!def(HAVE_BASENAME),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_WINDOWS_SSPI),
def(DISABLE_EXPECT),
def(SIGHUP),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TELNET),
def(HAVE_FDOPEN),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FSETXATTR),
def(HAVE_GSSAPI),
def(TIME_WITH_SYS_TIME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
