!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_INET_PTON),
!def(__EMX__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
def(SIGPIPE),
!def(HAVE_GETPASS_R),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_RTSP),
def(LIB585),
!def(HAVE_BASENAME),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_SOCKETPAIR),
def(USE_NTLM),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(__VMS),
def(ENABLE_IPV6),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
def(HAVE_PIPE),
def(UNITTESTS),
def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
True,
def(USE_WINDOWS_SSPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_STRTOK_R),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_TELNET),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_POLARSSL),
def(USE_NSS),
def(__riscos__),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(CURLRES_SYNCH),
!def(DEBUGBUILD),
def(HAVE_FDOPEN),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TFTP),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
def(SIGALRM),
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(CURLDEBUG),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGHUP),
def(USE_CYASSL),
def(HAVE_SETMODE),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
def(HAVE_WRITABLE_ARGV),
