def(HAVE_SETMODE),
def(USE_LIBRTMP),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1503),
!def(CURL_DISABLE_GOPHER),
(def(WIN32)&!def(_WIN32_WCE)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_LDAP),
!def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
!def(HAVE_INET_NTOP),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
def(HAVE_PIPE),
def(HAVE_SOCKETPAIR),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TFTP),
def(DISABLE_EXPECT),
!def(DEBUGBUILD),
def(__riscos__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(SIGPIPE),
def(LIB585),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
def(USE_CHUNKED),
def(__EMX__),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(__EMX__),
!def(CURL_DISABLE_DICT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FDOPEN),
def(USE_CYASSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(CURLRES_SYNCH),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGHUP),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
def(USE_GNUTLS),
def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
True,
def(USE_POLARSSL),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLDEBUG),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(ENABLE_IPV6),
!def(CURL_DISABLE_RTSP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
