def(__riscos__),
!def(CURL_DISABLE_DICT),
def(USE_NGHTTP2),
def(SIGALRM),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DOES_CONVERSIONS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB585),
!def(HAVE_INET_PTON),
def(CURLRES_SYNCH),
def(USE_ENVIRONMENT),
def(CURL_DO_LINEEND_CONV),
def(__EMX__),
!def(CURL_DISABLE_RTSP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_FDOPEN),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_MEMRCHR),
(def(WIN32)&!def(_WIN32_WCE)),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
True,
def(MEMDEBUG_LOG_SYNC),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_INET_NTOP),
def(SIGHUP),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_WRITABLE_ARGV),
!def(DEBUGBUILD),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(USE_POLARSSL),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
!def(__EMX__),
def(LIB1503),
def(USE_CYASSL),
def(LIB1502),
def(UNITTESTS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(CURL_DISABLE_TELNET),
!def(HAVE_STRTOK_R),
def(__VMS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_GSSAPI),
def(USE_NSS),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(SIGPIPE),
def(HAVE_FSETXATTR_6),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(UNITTESTS),
def(USE_LIBRTMP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_SOCKETPAIR),
!def(HAVE_FSETXATTR),
def(USE_GNUTLS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_LDAP),
