(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NTLM),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
def(CURL_DISABLE_HTTP),
def(USE_ENVIRONMENT),
def(__VMS),
def(HAVE_FSETXATTR),
def(CURLDEBUG),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DEBUGBUILD),
!def(HAVE_MEMRCHR),
def(SIGHUP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
def(USE_WINDOWS_SSPI),
def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1503),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(__EMX__),
!def(HAVE_STRTOK_R),
def(USE_NSS),
def(UNITTESTS),
(def(WIN32)&!def(_WIN32_WCE)),
def(CURLRES_SYNCH),
def(USE_CYASSL),
def(TIME_WITH_SYS_TIME),
True,
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(DEBUGBUILD),
def(HAVE_SETMODE),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_GOPHER),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_GETPASS_R),
!def(CURL_DOES_CONVERSIONS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(WIN32)&!def(__AMIGA__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
def(__riscos__),
def(HAVE_PIPE),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
def(LIB585),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_GNUTLS),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
