!def(HAVE_MEMRCHR),
def(CURLRES_SYNCH),
def(HAVE_FSETXATTR),
def(USE_NSS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(USE_NSS)&def(USE_NTLM)),
!def(CURL_DOES_CONVERSIONS),
def(USE_NTLM),
!def(HAVE_INET_NTOP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(DISABLE_EXPECT),
def(HAVE_FSETXATTR_6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(LIB1503),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TELNET),
def(CURL_DISABLE_HTTP),
def(USE_CHUNKED),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(SIGHUP),
def(USE_ENVIRONMENT),
def(SIGALRM),
def(USE_CYASSL),
!def(HAVE_BASENAME),
def(LIB1502),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
True,
def(HAVE_GSSAPI),
def(HAVE_SETMODE),
def(LIB585),
def(HAVE_PIPE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(WIN32)&!def(__AMIGA__)),
!def(_LDAP_PVT_H),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(__EMX__),
!def(CURL_DISABLE_LDAP),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_INET_PTON),
(def(WIN32)&!def(_WIN32_WCE)),
def(__EMX__),
def(__riscos__),
def(TIME_WITH_SYS_TIME),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLDEBUG),
!def(CURL_DISABLE_RTSP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GETPASS_R),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_GOPHER),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_GNUTLS),
def(USE_NGHTTP2),
def(UNITTESTS),
def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DEBUGBUILD),
!def(DEBUGBUILD),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GSSAPI),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(HAVE_FSETXATTR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FDOPEN),
def(USE_POLARSSL),
