(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_TFTP),
def(__riscos__),
def(USE_ENVIRONMENT),
def(USE_NSS),
!def(HAVE_FSETXATTR),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(MEMDEBUG_LOG_SYNC),
def(USE_POLARSSL),
def(HAVE_FSETXATTR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DEBUGBUILD),
!def(HAVE_BASENAME),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DOES_CONVERSIONS),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(HAVE_SOCKETPAIR),
(def(WIN32)&!def(_WIN32_WCE)),
def(TIME_WITH_SYS_TIME),
def(CURLRES_SYNCH),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(LIB585),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TELNET),
def(SIGALRM),
def(__EMX__),
def(LIB1503),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_GNUTLS),
!def(HAVE_GSSAPI),
def(USE_CHUNKED),
!def(CURL_DISABLE_PROXY),
def(USE_NGHTTP2),
!def(_LDAP_PVT_H),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_MEMRCHR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_GOPHER),
!def(DEBUGBUILD),
!def(CURL_DISABLE_DICT),
def(SIGPIPE),
!def(HAVE_STRTOK_R),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(ENABLE_IPV6),
def(HAVE_WRITABLE_ARGV),
!def(USE_WIN32_IDN),
!def(CURL_DISABLE_LIBCURL_OPTION),
True,
def(__VMS),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(HAVE_FSETXATTR_6),
def(LIB1502),
def(USE_CYASSL),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GETPASS_R),
!def(UNITTESTS),
!def(__EMX__),
def(SIGHUP),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
def(USE_LIBRTMP),
def(HAVE_GSSAPI),
!def(HAVE_INET_NTOP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
