def(__EMX__),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
def(USE_NSS),
def(HAVE_FDOPEN),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(CURL_DO_LINEEND_CONV),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
True,
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_INET_NTOP),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(HAVE_SOCKETPAIR),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(ENABLE_IPV6),
def(LIB1503),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(_LDAP_PVT_H),
def(USE_NGHTTP2),
def(SIGALRM),
!def(USE_WIN32_IDN),
def(__VMS),
def(USE_ENVIRONMENT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(LIB1502),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(UNITTESTS),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_GSSAPI),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_GETPASS_R),
def(HAVE_FSETXATTR_6),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_CHUNKED),
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(__EMX__),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
def(USE_GNUTLS),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGINT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGPIPE),
def(USE_LIBRTMP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_WRITABLE_ARGV),
def(UNITTESTS),
!def(CURL_DISABLE_TELNET),
!def(DEBUGBUILD),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_HTTP),
def(SIGHUP),
def(CURL_DOES_CONVERSIONS),
def(SIGTERM),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_GSSAPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB585),
