def(USE_LIBRTMP),
def(USE_NGHTTP2),
!def(HAVE_STRTOK_R),
def(HAVE_WRITABLE_ARGV),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_NSS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(HAVE_GSSAPI),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TFTP),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_GNUTLS),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR_6),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(ENABLE_IPV6),
!def(DEBUGBUILD),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_FSETXATTR),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_SOCKETPAIR),
!def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(HAVE_SETMODE),
!def(CURL_DISABLE_RTSP),
(def(WIN32)&!def(__AMIGA__)),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CYASSL),
def(CURLRES_SYNCH),
True,
!def(CURL_DOES_CONVERSIONS),
def(LIB585),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_PROXY),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_POLARSSL),
!def(CURL_DISABLE_DICT),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(__EMX__),
def(HAVE_FDOPEN),
def(LIB1502),
def(TIME_WITH_SYS_TIME),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_GOPHER),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DISABLE_HTTP),
def(__VMS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(USE_CHUNKED),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(DEBUGBUILD),
def(LIB1503),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_GETPASS_R),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_HTTP),
!def(HAVE_GSSAPI),
def(__EMX__),
def(SIGHUP),
def(SIGPIPE),
def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
def(MEMDEBUG_LOG_SYNC),
def(DISABLE_EXPECT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_ENVIRONMENT),
def(SIGALRM),
def(__riscos__),
