!def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(__AMIGA__)),
def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(__VMS),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_MEMRCHR),
def(CURLDEBUG),
!def(CURL_DISABLE_GOPHER),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
!def(HAVE_FSETXATTR),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_NSS),
def(TIME_WITH_SYS_TIME),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_LDAP),
def(CURL_DOES_CONVERSIONS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_PIPE),
def(USE_POLARSSL),
def(SIGHUP),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(ENABLE_IPV6),
def(__EMX__),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_PROXY),
def(__riscos__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
def(HAVE_FDOPEN),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_TFTP),
def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_INET_PTON),
def(USE_NTLM),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
def(SIGPIPE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(CURL_DISABLE_DICT),
def(LIB1502),
True,
def(LIB585),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(SIGALRM),
!def(HAVE_INET_NTOP),
def(USE_ENVIRONMENT),
def(LIB1503),
(!def(_WIN32_WCE)&!def(WIN32)),
def(USE_CYASSL),
def(UNITTESTS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_RTSP),
def(HAVE_SETMODE),
def(USE_WINDOWS_SSPI),
!def(HAVE_STRTOK_R),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_SOCKETPAIR),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_CHUNKED),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
def(CURLRES_SYNCH),
!def(HAVE_BASENAME),
def(USE_LIBRTMP),
