(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(USE_POLARSSL),
!def(CURL_DISABLE_TELNET),
def(CURLRES_SYNCH),
def(__VMS),
def(HAVE_SETMODE),
def(HAVE_FDOPEN),
def(CURL_DOES_CONVERSIONS),
def(MEMDEBUG_LOG_SYNC),
def(USE_WINDOWS_SSPI),
def(USE_NGHTTP2),
def(__riscos__),
!def(__EMX__),
!def(HAVE_INET_PTON),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(DISABLE_EXPECT),
def(LIB1503),
def(SIGALRM),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(__EMX__),
!def(_LDAP_PVT_H),
def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
!def(UNITTESTS),
def(HAVE_SOCKETPAIR),
def(SIGHUP),
def(SIGPIPE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(CURL_DISABLE_DICT),
def(UNITTESTS),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_LDAP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(WIN32)&!def(_WIN32_WCE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(ENABLE_IPV6),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DOES_CONVERSIONS),
def(USE_ENVIRONMENT),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_GNUTLS),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_PROXY),
!def(HAVE_GETPASS_R),
def(HAVE_GSSAPI),
!def(CURL_DISABLE_GOPHER),
True,
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(USE_NSS),
def(USE_CYASSL),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TFTP),
def(LIB585),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR_6),
