(def(WIN32)&!def(__AMIGA__)),
def(USE_NTLM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(__riscos__),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_LDAP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(DISABLE_EXPECT),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_PROXY),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_STRTOK_R),
def(USE_NSS),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_DICT),
!def(USE_WINDOWS_SSPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_LIBRTMP),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
!def(HAVE_INET_NTOP),
def(LIB585),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
def(__AMIGA__),
def(ENABLE_IPV6),
def(__VMS),
!def(CURL_DISABLE_FTP),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_WRITABLE_ARGV),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TELNET),
def(__EMX__),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_MEMRCHR),
def(HAVE_PIPE),
!def(CURL_DISABLE_GOPHER),
def(USE_POLARSSL),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_CYASSL),
True,
def(CURLDEBUG),
!def(__EMX__),
def(HAVE_GETHOSTNAME),
!def(_LDAP_PVT_H),
