def(SIGHUP),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
!def(HAVE_STRTOK_R),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURL_DOES_CONVERSIONS),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
def(HAVE_FSETXATTR),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(UNITTESTS),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(HAVE_SOCKETPAIR),
def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TFTP),
def(USE_CHUNKED),
!def(_LDAP_PVT_H),
def(HAVE_FSETXATTR_6),
(def(WIN32)&!def(__AMIGA__)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(MEMDEBUG_LOG_SYNC),
def(DEBUGBUILD),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
def(USE_CYASSL),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_GOPHER),
def(USE_LIBRTMP),
def(USE_NGHTTP2),
def(SIGALRM),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(LIB1502),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_PROXY),
def(USE_ENVIRONMENT),
def(__riscos__),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(UNITTESTS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_GSSAPI),
def(CURLRES_SYNCH),
!def(DEBUGBUILD),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_DICT),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_NSS),
def(LIB585),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_FDOPEN),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_POLARSSL),
!def(HAVE_BASENAME),
def(USE_WINDOWS_SSPI),
def(SIGPIPE),
def(HAVE_SETMODE),
!def(CURL_DISABLE_TELNET),
def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
