def(HAVE_SOCKETPAIR),
def(USE_NSS),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(DEBUGBUILD),
def(SIGHUP),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_HTTP),
def(USE_LIBRTMP),
def(USE_POLARSSL),
def(HAVE_WRITABLE_ARGV),
def(HAVE_PIPE),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(CURLDEBUG),
!def(CURL_DISABLE_DICT),
def(DEBUGBUILD),
def(USE_NTLM),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(USE_ENVIRONMENT),
!def(HAVE_MEMRCHR),
def(__VMS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(HAVE_INET_PTON),
def(SIGPIPE),
!def(CURL_DISABLE_TFTP),
def(UNITTESTS),
def(LIB585),
def(USE_CHUNKED),
!def(HAVE_INET_NTOP),
!def(HAVE_GETPASS_R),
def(USE_GNUTLS),
def(USE_WINDOWS_SSPI),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_BASENAME),
!def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(ENABLE_IPV6),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_LDAP),
def(TIME_WITH_SYS_TIME),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_FSETXATTR),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(HAVE_STRTOK_R),
def(DISABLE_EXPECT),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DOES_CONVERSIONS),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURL_DISABLE_HTTP),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
def(__EMX__),
def(HAVE_FDOPEN),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CYASSL),
def(LIB1503),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
