def(HAVE_SETMODE),
!def(HAVE_INET_NTOP),
def(__AMIGA__),
def(__riscos__),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_NSS),
def(CURLDEBUG),
def(LIB585),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_FSETXATTR),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_PROXY),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(USE_WINDOWS_SSPI),
!def(CURL_DISABLE_TELNET),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_POLARSSL),
!def(CURL_DISABLE_RTSP),
!def(__EMX__),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_INET_PTON),
def(CURL_DOES_CONVERSIONS),
def(HAVE_GETHOSTNAME),
def(USE_CYASSL),
def(HAVE_FSETXATTR),
def(CURL_DISABLE_HTTP),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(ENABLE_IPV6),
def(TIME_WITH_SYS_TIME),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_DICT),
True,
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
def(USE_LIBRTMP),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_LDAP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_FTP),
!def(CURL_DISABLE_TFTP),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_HTTP),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_GOPHER),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(__AMIGA__)&!def(__libnix__)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DEBUGBUILD),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__EMX__),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(def(WIN32)&!def(_WIN32_WCE)),
