(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__EMX__),
(def(WIN32)&!def(_WIN32_WCE)),
def(ENABLE_IPV6),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_LDAP),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
!def(HAVE_BASENAME),
!def(HAVE_MEMRCHR),
def(UNITTESTS),
!def(HAVE_INET_NTOP),
True,
def(CURL_DOES_CONVERSIONS),
(def(HAVE_PIPE)&!def(UNITTESTS)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_CYASSL),
!def(HAVE_FSETXATTR),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(UNITTESTS),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(HAVE_FSETXATTR),
def(USE_LIBRTMP),
!def(HAVE_GETPASS_R),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
!def(CURL_DISABLE_TFTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_HTTP),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(TIME_WITH_SYS_TIME),
def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1502),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TELNET),
def(__riscos__),
def(SIGPIPE),
def(USE_CHUNKED),
def(HAVE_SETMODE),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_RTSP),
def(USE_ENVIRONMENT),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DISABLE_GOPHER),
def(HAVE_FSETXATTR_6),
!def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_PROXY),
def(USE_WINDOWS_SSPI),
def(USE_NSS),
def(HAVE_FDOPEN),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(HAVE_STRTOK_R),
def(LIB585),
def(HAVE_WRITABLE_ARGV),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(__EMX__),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(SIGALRM),
def(DISABLE_EXPECT),
def(MEMDEBUG_LOG_SYNC),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(HAVE_INET_PTON),
def(SIGHUP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_NGHTTP2),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURL_DISABLE_HTTP),
!def(HAVE_GSSAPI),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
