def(USE_CYASSL),
!def(CURL_DISABLE_TFTP),
def(USE_POLARSSL),
def(USE_NSS),
def(SIGPIPE),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_FSETXATTR),
!def(HAVE_INET_NTOP),
def(USE_NGHTTP2),
def(USE_GNUTLS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
def(HAVE_SETMODE),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
True,
!def(HAVE_MEMRCHR),
def(TIME_WITH_SYS_TIME),
def(LIB1502),
!def(CURL_DISABLE_LDAP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(UNITTESTS),
(def(WIN32)&!def(_WIN32_WCE)),
def(LIB585),
def(HAVE_PIPE),
!def(__EMX__),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(WIN32)&!def(__AMIGA__)),
!def(_LDAP_PVT_H),
!def(HAVE_STRTOK_R),
!def(HAVE_GETPASS_R),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
def(USE_WINDOWS_SSPI),
def(__riscos__),
!def(CURL_DISABLE_PROXY),
def(HAVE_FDOPEN),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_GSSAPI),
def(SIGHUP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(MEMDEBUG_LOG_SYNC),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(USE_NSS)&def(USE_NTLM)),
def(__VMS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_LIBRTMP),
def(HAVE_SOCKETPAIR),
def(HAVE_FSETXATTR_6),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_RTSP),
def(USE_NTLM),
def(HAVE_GSSAPI),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
!def(CURL_DISABLE_GOPHER),
def(CURLRES_SYNCH),
(!def(_WIN32_WCE)&!def(WIN32)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DO_LINEEND_CONV),
def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_DICT),
!def(CURL_DISABLE_TELNET),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
