def(__riscos__),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_INET_PTON),
def(CURL_DOES_CONVERSIONS),
def(HAVE_GETHOSTNAME),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
!def(CURL_DISABLE_RTSP),
def(USE_LIBRTMP),
def(LIB585),
def(USE_CHUNKED),
def(USE_CYASSL),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
!def(USE_WINDOWS_SSPI),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__VMS),
def(USE_NTLM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_SETMODE),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(HAVE_FSETXATTR),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(__EMX__),
def(__EMX__),
def(UNITTESTS),
def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(CURLDEBUG),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_FTP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_POLARSSL),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(WIN32)&!def(__AMIGA__)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(DEBUGBUILD),
def(TIME_WITH_SYS_TIME),
!def(DEBUGBUILD),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(USE_NSS),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_PROXY),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_HTTP),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(__AMIGA__)&!def(__libnix__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_DICT),
def(__AMIGA__),
!def(_LDAP_PVT_H),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
!def(CURL_DISABLE_TFTP),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_LDAP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(DISABLE_EXPECT),
def(HAVE_WRITABLE_ARGV),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TELNET),
!def(CURL_DOES_CONVERSIONS),
True,
