(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(UNITTESTS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(LIB1502),
def(HAVE_FDOPEN),
def(DEBUGBUILD),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_FSETXATTR),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_LDAP),
(def(WIN32)&!def(_WIN32_WCE)),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
def(USE_WINDOWS_SSPI),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
def(USE_POLARSSL),
def(USE_ENVIRONMENT),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(SIGALRM),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_CHUNKED),
!def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(DEBUGBUILD),
!def(CURL_DISABLE_TFTP),
def(HAVE_SOCKETPAIR),
def(HAVE_PIPE),
!def(CURL_DISABLE_DICT),
!def(HAVE_STRTOK_R),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(SIGPIPE),
def(LIB585),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NTLM),
def(CURLDEBUG),
!def(CURL_DISABLE_PROXY),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_GOPHER),
def(CURL_DISABLE_HTTP),
def(ENABLE_IPV6),
def(USE_NSS),
(def(WIN32)&!def(__AMIGA__)),
def(CURLRES_SYNCH),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(__EMX__),
def(USE_CYASSL),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_GETPASS_R),
!def(HAVE_MEMRCHR),
def(__VMS),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
True,
def(USE_GNUTLS),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(TIME_WITH_SYS_TIME),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__EMX__),
!def(_LDAP_PVT_H),
def(HAVE_SETMODE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(SIGHUP),
!def(HAVE_INET_PTON),
!def(CURL_DISABLE_TELNET),
def(HAVE_WRITABLE_ARGV),
!def(HAVE_BASENAME),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
