def(CURL_DO_LINEEND_CONV),
def(SIGHUP),
def(USE_LIBRTMP),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(__riscos__),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_LDAP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_BASENAME),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DISABLE_DICT),
def(USE_GNUTLS),
def(LIB585),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(CURL_DISABLE_GOPHER),
def(UNITTESTS),
!def(HAVE_INET_NTOP),
def(CURLDEBUG),
True,
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
!def(HAVE_STRTOK_R),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(_LDAP_PVT_H),
def(ENABLE_IPV6),
!def(HAVE_GETPASS_R),
def(SIGPIPE),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(HAVE_FDOPEN),
!def(__EMX__),
!def(HAVE_INET_PTON),
def(LIB1503),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(CURL_DOES_CONVERSIONS),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_PROXY),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_TFTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(HAVE_PIPE),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_SETMODE),
(def(WIN32)&!def(__AMIGA__)),
def(USE_NSS),
def(USE_NTLM),
def(TIME_WITH_SYS_TIME),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
def(USE_CYASSL),
def(__VMS),
def(USE_WINDOWS_SSPI),
def(USE_POLARSSL),
def(HAVE_WRITABLE_ARGV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_CHUNKED),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(LIB1502),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_ENVIRONMENT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(CURLRES_SYNCH),
def(HAVE_SOCKETPAIR),
def(__EMX__),
