!def(CURL_DISABLE_GOPHER),
def(HAVE_GSSAPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_STRTOK_R),
def(HAVE_FSETXATTR_6),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(USE_WINDOWS_SSPI),
!def(HAVE_BASENAME),
def(SIGALRM),
def(LIB1502),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(DISABLE_EXPECT),
def(USE_CHUNKED),
!def(HAVE_FSETXATTR),
!def(_LDAP_PVT_H),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_TELNET),
def(USE_NTLM),
def(HAVE_PIPE),
def(HAVE_WRITABLE_ARGV),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(USE_NSS)&def(USE_NTLM)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURLDEBUG),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GSSAPI),
def(CURL_DISABLE_HTTP),
def(LIB585),
!def(CURL_DISABLE_TFTP),
def(SIGHUP),
def(USE_NSS),
def(ENABLE_IPV6),
def(__riscos__),
def(CURL_DOES_CONVERSIONS),
!def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
def(USE_POLARSSL),
def(UNITTESTS),
def(CURL_DO_LINEEND_CONV),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
True,
def(USE_CYASSL),
def(USE_LIBRTMP),
def(__EMX__),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_NGHTTP2),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_PTON),
def(HAVE_SETMODE),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_DICT),
(!def(DEBUGBUILD)&!def(CURL_DISABLE_CRYPTO_AUTH)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
def(__VMS),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(LIB1503),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURLRES_SYNCH),
def(HAVE_FSETXATTR),
def(USE_ENVIRONMENT),
