(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_GETPASS_R),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(CURL_DISABLE_HTTP),
def(CURLDEBUG),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(MEMDEBUG_LOG_SYNC),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_POLARSSL),
def(__riscos__),
def(USE_NTLM),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(SIGHUP),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(USE_WINDOWS_SSPI),
!def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(__EMX__),
def(HAVE_FSETXATTR),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB1503),
def(HAVE_FDOPEN),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(HAVE_PIPE),
(!def(_WIN32_WCE)&!def(WIN32)),
def(HAVE_WRITABLE_ARGV),
def(CURL_DOES_CONVERSIONS),
def(DISABLE_EXPECT),
!def(_LDAP_PVT_H),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(WIN32)&!def(_WIN32_WCE)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DISABLE_TFTP),
def(CURLRES_SYNCH),
!def(CURL_DOES_CONVERSIONS),
def(USE_CHUNKED),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_HTTP),
!def(CURL_DISABLE_TELNET),
!def(DEBUGBUILD),
def(HAVE_SOCKETPAIR),
def(USE_LIBRTMP),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_DICT),
!def(HAVE_INET_NTOP),
def(DEBUGBUILD),
!def(CURL_DISABLE_RTSP),
def(__VMS),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(CURL_DISABLE_PROXY),
def(SIGPIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_BASENAME),
def(UNITTESTS),
def(SIGALRM),
!def(HAVE_INET_PTON),
def(LIB585),
True,
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(TIME_WITH_SYS_TIME),
def(USE_GNUTLS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_ENVIRONMENT),
def(USE_CYASSL),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(LIB1502),
def(ENABLE_IPV6),
!def(HAVE_FSETXATTR),
!def(HAVE_STRTOK_R),
