!def(__EMX__),
def(__EMX__),
(def(WIN32)&!def(__AMIGA__)),
def(DISABLE_EXPECT),
def(CURL_DISABLE_HTTP),
def(LIB585),
(def(WIN32)&!def(_WIN32_WCE)),
True,
def(USE_CHUNKED),
def(USE_CYASSL),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_PIPE),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(LIB1502),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_SETMODE),
!def(HAVE_MEMRCHR),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(MEMDEBUG_LOG_SYNC),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(CURLRES_SYNCH),
def(LIB1503),
def(SIGALRM),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(_WIN32_WCE)&!def(WIN32)),
def(CURL_DOES_CONVERSIONS),
def(USE_GNUTLS),
def(ENABLE_IPV6),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_LDAP),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_HTTP),
!def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
!def(CURL_DISABLE_RTSP),
def(DEBUGBUILD),
def(USE_NTLM),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(HAVE_INET_NTOP),
!def(HAVE_INET_PTON),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(_LDAP_PVT_H),
def(UNITTESTS),
def(USE_POLARSSL),
def(USE_LIBRTMP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
def(CURLDEBUG),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_DICT),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(USE_NSS),
def(SIGHUP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(USE_WINDOWS_SSPI),
