!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
def(__EMX__),
def(ENABLE_IPV6),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
def(HAVE_GETHOSTNAME),
def(USE_NSS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DEBUGBUILD),
def(USE_NTLM),
!def(CURL_DISABLE_RTSP),
!def(HAVE_STRTOK_R),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_FSETXATTR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(WIN32)&!def(_WIN32_WCE)),
def(__riscos__),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_TFTP),
(def(__AMIGA__)&!def(__libnix__)),
def(USE_POLARSSL),
!def(USE_WINDOWS_SSPI),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_LIBRTMP),
!def(CURL_DISABLE_DICT),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
!def(CURL_DISABLE_FTP),
(def(WIN32)&!def(__AMIGA__)),
!def(DEBUGBUILD),
!def(__EMX__),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
def(HAVE_SETMODE),
def(CURLDEBUG),
def(CURL_DISABLE_HTTP),
!def(_LDAP_PVT_H),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(LIB585),
def(__AMIGA__),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_PTON),
def(USE_CYASSL),
def(HAVE_PIPE),
!def(CURL_DISABLE_PROXY),
def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(__VMS),
def(USE_CHUNKED),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(CURL_DISABLE_HTTP),
True,
!def(HAVE_INET_NTOP),
def(UNITTESTS),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
