def(HAVE_PIPE),
def(LIB1502),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(__AMIGA__)),
def(MEMDEBUG_LOG_SYNC),
(def(WIN32)&!def(_WIN32_WCE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(DEBUGBUILD),
def(UNITTESTS),
def(SIGPIPE),
def(HAVE_FDOPEN),
def(SIGALRM),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
!def(HAVE_BASENAME),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(CURL_DOES_CONVERSIONS),
def(USE_NSS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(LIB585),
!def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_HTTP),
!def(__EMX__),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(USE_ENVIRONMENT),
def(USE_POLARSSL),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_RTSP),
def(CURLDEBUG),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
!def(DEBUGBUILD),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(CURLRES_SYNCH),
!def(HAVE_INET_NTOP),
def(LIB1503),
!def(HAVE_MEMRCHR),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
def(__riscos__),
def(__VMS),
def(USE_GNUTLS),
def(SIGHUP),
def(USE_CYASSL),
def(USE_WINDOWS_SSPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
!def(CURL_DISABLE_PROXY),
True,
!def(CURL_DISABLE_LDAP),
def(HAVE_FSETXATTR),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(_LDAP_PVT_H),
!def(HAVE_INET_PTON),
def(USE_LIBRTMP),
def(USE_CHUNKED),
def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(__EMX__),
def(HAVE_SOCKETPAIR),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(WIN32),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DOES_CONVERSIONS),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_GOPHER),
!def(CURL_DISABLE_TFTP),
def(DISABLE_EXPECT),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_NTLM),
def(HAVE_WRITABLE_ARGV),
def(TIME_WITH_SYS_TIME),
