def(USE_NGHTTP2),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(__VMS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(HAVE_GSSAPI),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
!def(HAVE_BASENAME),
!def(HAVE_INET_PTON),
def(USE_ENVIRONMENT),
!def(UNITTESTS),
def(CURL_DOES_CONVERSIONS),
def(LIB1503),
!def(CURL_DISABLE_LDAP),
(def(HAVE_PIPE)&!def(UNITTESTS)),
def(HAVE_FSETXATTR_6),
def(USE_CYASSL),
def(USE_POLARSSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_INET_NTOP),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(SIGPIPE),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(DISABLE_EXPECT),
!def(CURL_DISABLE_TFTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(_WIN32_WCE)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(USE_WIN32_IDN),
def(UNITTESTS),
def(TIME_WITH_SYS_TIME),
def(LIB585),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
def(CURLRES_SYNCH),
def(USE_LIBRTMP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(USE_NSS),
def(__EMX__),
def(DEBUGBUILD),
def(HAVE_FSETXATTR),
!def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
True,
def(ENABLE_IPV6),
!def(CURL_DISABLE_PROXY),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(_LDAP_PVT_H),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_GETPASS_R),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_RTSP),
def(MEMDEBUG_LOG_SYNC),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
def(SIGALRM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(SIGHUP),
def(LIB1502),
def(HAVE_WRITABLE_ARGV),
def(HAVE_SOCKETPAIR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(__EMX__),
def(__riscos__),
def(USE_GNUTLS),
!def(CURL_DISABLE_TELNET),
def(USE_CHUNKED),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(WIN32)&!def(__AMIGA__)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_CRYPTO_AUTH),
