def(__riscos__),
def(MEMDEBUG_LOG_SYNC),
True,
(def(WIN32)&!def(__AMIGA__)),
!def(__EMX__),
!def(CURL_DISABLE_HTTP),
def(HAVE_SOCKETPAIR),
def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
def(USE_GNUTLS),
def(UNITTESTS),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(HAVE_MEMRCHR),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_PROXY),
!def(HAVE_INET_NTOP),
def(CURLRES_SYNCH),
def(HAVE_SETMODE),
(def(__VMS)&!def(HAVE_GETPASS_R)),
!def(HAVE_STRTOK_R),
def(USE_POLARSSL),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
!def(DEBUGBUILD),
!def(CURL_DISABLE_GOPHER),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(CURLDEBUG),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
def(DEBUGBUILD),
!def(CURL_DISABLE_TELNET),
!def(CURL_DISABLE_CRYPTO_AUTH),
!def(CURL_DISABLE_LDAP),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(USE_NTLM),
!def(CURL_DISABLE_TFTP),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_RTSP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(LIB585),
!def(CURL_DISABLE_DICT),
(def(WIN32)&!def(_WIN32_WCE)),
!def(HAVE_BASENAME),
def(__EMX__),
def(TIME_WITH_SYS_TIME),
def(USE_ENVIRONMENT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(CURL_DISABLE_HTTP),
def(USE_WINDOWS_SSPI),
!def(HAVE_FSETXATTR),
def(HAVE_FDOPEN),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1502),
!def(HAVE_GETPASS_R),
!def(HAVE_INET_PTON),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
def(HAVE_WRITABLE_ARGV),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(_LDAP_PVT_H),
def(HAVE_PIPE),
def(USE_CHUNKED),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(LIB1503),
def(USE_NSS),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
