def(HAVE_WRITABLE_ARGV),
def(HAVE_SETMODE),
def(__riscos__),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(UNITTESTS),
def(LIB1502),
!def(HAVE_GSSAPI),
!def(CURL_DISABLE_RTSP),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(USE_CHUNKED),
def(TIME_WITH_SYS_TIME),
def(USE_NGHTTP2),
!def(DEBUGBUILD),
!def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
def(DEBUGBUILD),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(HAVE_STRTOK_R),
!def(HAVE_MEMRCHR),
def(CURL_DISABLE_HTTP),
(def(WIN32)&!def(__AMIGA__)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(HAVE_INET_NTOP),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(LIB1503),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_LDAP),
!def(__EMX__),
def(USE_CYASSL),
def(CURLRES_SYNCH),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(__VMS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_GNUTLS),
def(ENABLE_IPV6),
def(HAVE_FDOPEN),
def(HAVE_FSETXATTR_6),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
def(CURL_DO_LINEEND_CONV),
def(MEMDEBUG_LOG_SYNC),
!def(HAVE_FSETXATTR),
def(__EMX__),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NSS),
!def(CURL_DISABLE_GOPHER),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(SIGHUP),
def(UNITTESTS),
!def(CURL_DISABLE_TFTP),
!def(HAVE_BASENAME),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(HAVE_GSSAPI),
!def(HAVE_INET_PTON),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(SIGALRM),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(WIN32)&!def(_WIN32_WCE)),
!def(_LDAP_PVT_H),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_SOCKETPAIR),
def(LIB585),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_PROXY),
True,
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
