(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(LIB585),
!def(USE_WIN32_IDN),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
(def(HAVE_PIPE)&!def(UNITTESTS)),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(CURL_DISABLE_DICT),
def(HAVE_GSSAPI),
def(USE_CHUNKED),
def(DISABLE_EXPECT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_NGHTTP2),
def(USE_GNUTLS),
True,
def(USE_NSS),
!def(CURL_DISABLE_HTTP),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(USE_POLARSSL),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_LIBCURL_OPTION),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(__VMS),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(DEBUGBUILD),
def(SIGHUP),
!def(CURL_DISABLE_LDAP),
def(CURL_DO_LINEEND_CONV),
!def(HAVE_INET_NTOP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(DEBUGBUILD),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
def(TIME_WITH_SYS_TIME),
def(SIGPIPE),
def(HAVE_FSETXATTR),
!def(HAVE_GSSAPI),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(__EMX__),
(def(HAVE_LIBZ)&!def(CURL_DISABLE_HTTP)),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
def(CURLRES_SYNCH),
def(LIB1503),
!def(UNITTESTS),
def(UNITTESTS),
def(ENABLE_IPV6),
!def(CURL_DISABLE_GOPHER),
!def(HAVE_STRTOK_R),
!def(CURL_DISABLE_TFTP),
def(HAVE_WRITABLE_ARGV),
def(CURL_DISABLE_HTTP),
(def(HAVE_GSSAPI)&!def(CURL_DISABLE_FTP)),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_PTON),
def(HAVE_FDOPEN),
def(HAVE_SOCKETPAIR),
!def(CURL_DISABLE_TELNET),
def(MEMDEBUG_LOG_SYNC),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_ENVIRONMENT),
(def(WIN32)&!def(_WIN32_WCE)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURL_DOES_CONVERSIONS),
!def(HAVE_GETPASS_R),
def(LIB1502),
(!def(UNITTESTS)&!def(CURLDEBUG)&def(__VMS)),
(def(WIN32)&!def(__AMIGA__)),
!def(CURL_DOES_CONVERSIONS),
def(USE_CYASSL),
!def(CURL_DISABLE_PROXY),
def(USE_LIBRTMP),
!def(CURL_DISABLE_RTSP),
!def(HAVE_FSETXATTR),
def(__riscos__),
!def(HAVE_BASENAME),
!def(__EMX__),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(HAVE_FSETXATTR_6),
!def(_LDAP_PVT_H),
def(SIGALRM),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
