(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(SIGALRM),
def(USE_NSS),
def(USE_WINDOWS_SSPI),
def(USE_LIBRTMP),
def(LIB1503),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(SIGHUP),
(def(WIN32)&!def(__AMIGA__)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
!def(CURL_DISABLE_TELNET),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
(def(__riscos__)&def(USE_ENVIRONMENT)),
def(WIN32),
!def(HAVE_MEMRCHR),
!def(HAVE_GETPASS_R),
!def(CURL_DISABLE_TFTP),
(def(__VMS)&!def(HAVE_GETPASS_R)),
def(UNITTESTS),
def(SIGPIPE),
def(USE_NTLM),
(def(WIN32)&!def(_WIN32_WCE)),
!def(__EMX__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(_LDAP_PVT_H),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(__riscos__),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(USE_POLARSSL),
def(LIB585),
def(HAVE_SOCKETPAIR),
def(USE_CHUNKED),
def(__VMS),
!def(CURL_DISABLE_LDAP),
def(CURL_DISABLE_HTTP),
def(DISABLE_EXPECT),
def(LIB1502),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_RTSP),
def(TIME_WITH_SYS_TIME),
def(DEBUGBUILD),
def(ENABLE_IPV6),
def(USE_ENVIRONMENT),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_INET_NTOP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(__EMX__),
def(USE_GNUTLS),
!def(HAVE_INET_PTON),
def(CURLDEBUG),
def(HAVE_FSETXATTR),
!def(CURL_DISABLE_GOPHER),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
def(HAVE_WRITABLE_ARGV),
!def(CURL_DOES_CONVERSIONS),
!def(CURL_DISABLE_HTTP),
def(HAVE_FDOPEN),
!def(HAVE_BASENAME),
!def(HAVE_STRTOK_R),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_CYASSL),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLRES_SYNCH),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
def(HAVE_PIPE),
def(CURL_DOES_CONVERSIONS),
!def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
def(HAVE_SETMODE),
!def(CURL_DISABLE_LIBCURL_OPTION),
True,
!def(CURL_DISABLE_PROXY),
