def(__riscos__),
def(CURL_DISABLE_HTTP),
def(USE_NTLM),
!def(CURL_DISABLE_TELNET),
def(HAVE_PIPE),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SOCKETPAIR),
def(__EMX__),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(HAVE_INET_PTON),
def(USE_CHUNKED),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(HAVE_GETPASS_R),
def(CURL_DOES_CONVERSIONS),
!def(__EMX__),
!def(CURL_DISABLE_GOPHER),
def(LIB1502),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
!def(CURL_DISABLE_TFTP),
(def(__riscos__)&def(USE_ENVIRONMENT)),
!def(HAVE_MEMRCHR),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LDAP),
def(USE_POLARSSL),
!def(DEBUGBUILD),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
def(USE_LIBRTMP),
!def(CURL_DOES_CONVERSIONS),
(def(_LDAP_PVT_H)&def(USE_SSL)),
(def(WIN32)&!def(__AMIGA__)),
def(HAVE_FDOPEN),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(CURLRES_SYNCH),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(CURLDEBUG),
def(UNITTESTS),
def(HAVE_FSETXATTR),
def(SIGHUP),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_BASENAME),
def(SIGPIPE),
!def(CURL_DISABLE_LIBCURL_OPTION),
def(DISABLE_EXPECT),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(_LDAP_PVT_H),
def(TIME_WITH_SYS_TIME),
def(DEBUGBUILD),
!def(HAVE_FSETXATTR),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(ENABLE_IPV6),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
def(HAVE_WRITABLE_ARGV),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
!def(CURL_DISABLE_HTTP),
def(SIGALRM),
!def(CURL_DISABLE_RTSP),
!def(CURL_DISABLE_PROXY),
def(USE_GNUTLS),
def(USE_NSS),
def(LIB1503),
!def(CURL_DISABLE_DICT),
def(USE_ENVIRONMENT),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
def(USE_WINDOWS_SSPI),
(def(__VMS)&!def(HAVE_GETPASS_R)),
(!def(__NOVELL_LIBC__)&def(NETWARE)),
def(__VMS),
def(LIB585),
def(MEMDEBUG_LOG_SYNC),
def(USE_CYASSL),
def(HAVE_SETMODE),
True,
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_STRTOK_R),
