def(__EMX__),
!def(_LDAP_PVT_H),
def(USE_NSS),
!def(CURL_DISABLE_RTSP),
def(DISABLE_EXPECT),
def(HAVE_SETMODE),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_TELNET),
(!def(_WIN32_WCE)&!def(WIN32)),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
!def(CURL_DISABLE_TFTP),
(def(_LDAP_PVT_H)&def(USE_SSL)),
def(USE_CYASSL),
(def(HAVE_ICONV)&def(CURL_DOES_CONVERSIONS)),
def(HAVE_GETHOSTNAME),
def(__riscos__),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(DEBUGBUILD)&def(HAVE_GETHOSTNAME)),
!def(CURL_DISABLE_FTP),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(UNITTESTS),
!def(CURL_DOES_CONVERSIONS),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(DEBUGBUILD),
def(LIB585),
def(CURL_DOES_CONVERSIONS),
def(ENABLE_IPV6),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
!def(HAVE_STRTOK_R),
def(__AMIGA__),
def(TIME_WITH_SYS_TIME),
(def(HAVE_GETHOSTNAME)&!def(DEBUGBUILD)),
def(DEBUGBUILD),
(def(WIN32)&!def(__AMIGA__)),
def(CURL_DISABLE_HTTP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
def(USE_GNUTLS),
!def(CURL_DISABLE_GOPHER),
(!def(CURL_DISABLE_HTTP)&!def(HAVE_LIBZ)&(!def(HAVE_LIBZ)|def(CURL_DISABLE_HTTP))),
def(HAVE_PIPE),
(def(WIN32)&!def(_WIN32_WCE)),
def(USE_LIBRTMP),
True,
!def(USE_WINDOWS_SSPI),
def(__VMS),
!def(CURL_DISABLE_CRYPTO_AUTH),
(def(__AMIGA__)&!def(__libnix__)),
!def(CURL_DISABLE_HTTP),
!def(HAVE_INET_NTOP),
!def(CURL_DISABLE_LIBCURL_OPTION),
!def(CURL_DISABLE_DICT),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
def(USE_NTLM),
!def(HAVE_MEMRCHR),
(def(MEMDEBUG_LOG_SYNC)&def(CURLDEBUG)),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
!def(HAVE_FSETXATTR),
def(HAVE_WRITABLE_ARGV),
(def(HAVE_FDOPEN)&def(CURLDEBUG)),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
!def(__EMX__),
!def(CURL_DISABLE_LDAP),
def(USE_CHUNKED),
def(CURLDEBUG),
!def(HAVE_INET_PTON),
(!def(USE_WINDOWS_SSPI)&!def(USE_SSLEAY)&!def(CURL_DISABLE_HTTP)),
def(HAVE_FSETXATTR),
def(USE_POLARSSL),
(def(HAVE_SPNEGO)&!def(CURL_DISABLE_HTTP)),
