def(CURLRES_SYNCH),
!def(CURL_DISABLE_CRYPTO_AUTH),
def(MEMDEBUG_LOG_SYNC),
!def(CURL_DISABLE_TFTP),
!def(CURL_DOES_CONVERSIONS),
def(SIGPIPE),
def(USE_CHUNKED),
def(HAVE_PIPE),
def(HAVE_FDOPEN),
def(CURL_DOES_CONVERSIONS),
def(DISABLE_EXPECT),
def(USE_NSS),
!def(CURL_DISABLE_TELNET),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))),
!def(HAVE_GETPASS_R),
def(HAVE_SOCKETPAIR),
def(HAVE_WRITABLE_ARGV),
(!def(NO_FILESYSTEM)&def(USE_CYASSL)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&def(WINBIND_NTLM_AUTH_ENABLED)),
def(HAVE_SETMODE),
(def(__riscos__)&def(USE_ENVIRONMENT)),
(def(ENABLE_IPV6)&!def(HAVE_INET_NTOP)),
!def(HAVE_INET_PTON),
def(__riscos__),
(def(WIN32)&!def(_WIN32_WCE)),
(def(ENABLE_IPV6)&def(USE_POLARSSL)),
!def(HAVE_FSETXATTR),
!def(HAVE_BASENAME),
!def(CURL_DISABLE_PROXY),
!def(CURL_DISABLE_LDAP),
!def(CURL_DISABLE_HTTP),
(def(ENABLE_IPV6)&!def(HAVE_INET_PTON)),
(def(NETWARE)&def(__NOVELL_LIBC__)&(def(__NOVELL_LIBC__)|!def(NETWARE))),
!def(CURL_DISABLE_LIBCURL_OPTION),
(def(DEBUGBUILD)&!def(USE_WINDOWS_SSPI)&(def(USE_WINDOWS_SSPI)|def(CURL_DISABLE_HTTP)|!def(USE_SSLEAY))&!def(CURL_DISABLE_HTTP)&def(WINBIND_NTLM_AUTH_ENABLED)),
def(USE_ENVIRONMENT),
!def(CURL_DISABLE_GOPHER),
(!def(_WIN32_WCE)&!def(WIN32)),
!def(DEBUGBUILD),
def(LIB585),
def(USE_NTLM),
def(__VMS),
!def(CURL_DISABLE_DICT),
def(CURLDEBUG),
!def(HAVE_STRTOK_R),
(def(WIN32)&!def(__AMIGA__)),
def(TIME_WITH_SYS_TIME),
(def(HAVE_FSETXATTR_6)&def(HAVE_FSETXATTR)),
def(HAVE_FSETXATTR),
def(LIB1503),
(def(_LDAP_PVT_H)&!def(USE_SSL)),
def(LIB1502),
True,
(!def(__NOVELL_LIBC__)&def(NETWARE)),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)),
(!def(CURL_DISABLE_VERBOSE_STRINGS)&!def(CURL_DISABLE_TFTP)),
def(ENABLE_IPV6),
def(USE_LIBRTMP),
(!def(USE_WINDOWS_SSPI)&!def(CURL_DISABLE_HTTP)&(def(CURL_DISABLE_HTTP)|!def(USE_WINDOWS_SSPI))),
(def(USE_WIN32_IDN)&!def(WANT_IDN_PROTOTYPES)),
(def(_LDAP_PVT_H)&def(USE_SSL)),
!def(__EMX__),
!def(CURL_DISABLE_RTSP),
!def(HAVE_MEMRCHR),
def(SIGALRM),
def(USE_CYASSL),
def(USE_POLARSSL),
def(__EMX__),
def(CURL_DISABLE_HTTP),
def(USE_WINDOWS_SSPI),
def(SIGHUP),
def(UNITTESTS),
!def(HAVE_INET_NTOP),
def(USE_GNUTLS),
!def(_LDAP_PVT_H),
(def(GTLSDEBUG)&def(USE_GNUTLS)),
def(DEBUGBUILD),
(def(__VMS)&!def(HAVE_GETPASS_R)),
